,MLP_Tran_loss,ANN_Tran_loss,Dual Q-Net_Tran_loss,MLP_Train_AAR,ANN_Train_AAR,Dual Q-Net_Train_AAR,MLP_Train_PAR,ANN_Train_PAR,Dual Q-Net_Train_PAR,MLP_Val_loss,ANN_Val_loss,Dual Q-Net_Val_loss,MLP_Val_AAR,ANN_Val_AAR,Dual Q-Net_Val_AAR,MLP_Val_PAR,ANN_Val_PAR,Dual Q-Net_Val_PAR
183,0.099,0.1,0.087,0.86,0.867,0.89,0.631,0.651,0.719,0.094,0.096,0.084,0.877,0.87,0.89,0.69,0.68,0.72
184,0.1,0.101,0.087,0.86,0.867,0.89,0.632,0.65,0.717,0.094,0.095,0.084,0.877,0.87,0.89,0.69,0.68,0.72
185,0.1,0.101,0.084,0.86,0.868,0.892,0.632,0.652,0.725,0.095,0.095,0.084,0.877,0.873,0.897,0.69,0.69,0.74
186,0.101,0.102,0.087,0.86,0.868,0.892,0.631,0.652,0.725,0.095,0.095,0.083,0.877,0.873,0.9,0.69,0.69,0.75
187,0.098,0.102,0.084,0.86,0.868,0.894,0.631,0.651,0.731,0.095,0.095,0.083,0.877,0.87,0.9,0.69,0.68,0.75
188,0.104,0.099,0.087,0.86,0.868,0.893,0.631,0.651,0.729,0.094,0.095,0.083,0.877,0.867,0.9,0.69,0.67,0.75
189,0.101,0.102,0.086,0.86,0.868,0.891,0.631,0.651,0.722,0.094,0.095,0.084,0.877,0.87,0.9,0.69,0.68,0.75
190,0.1,0.103,0.085,0.86,0.867,0.892,0.631,0.651,0.722,0.094,0.095,0.084,0.877,0.87,0.9,0.69,0.68,0.75
191,0.1,0.099,0.087,0.86,0.867,0.893,0.632,0.651,0.727,0.094,0.095,0.085,0.877,0.87,0.897,0.69,0.68,0.74
192,0.099,0.102,0.088,0.86,0.867,0.891,0.632,0.65,0.724,0.094,0.095,0.084,0.877,0.87,0.897,0.69,0.68,0.74
193,0.099,0.099,0.086,0.86,0.868,0.893,0.632,0.654,0.722,0.094,0.095,0.083,0.877,0.873,0.9,0.69,0.69,0.75
194,0.099,0.098,0.086,0.86,0.867,0.893,0.635,0.65,0.727,0.094,0.095,0.083,0.88,0.87,0.897,0.7,0.68,0.74
195,0.097,0.099,0.091,0.861,0.868,0.89,0.635,0.651,0.72,0.094,0.094,0.085,0.88,0.87,0.897,0.7,0.68,0.74
196,0.1,0.101,0.082,0.861,0.868,0.89,0.634,0.65,0.717,0.094,0.094,0.085,0.88,0.873,0.89,0.7,0.68,0.72
197,0.1,0.101,0.084,0.86,0.868,0.891,0.634,0.65,0.724,0.094,0.094,0.085,0.88,0.873,0.897,0.7,0.68,0.74
198,0.099,0.103,0.088,0.861,0.867,0.892,0.634,0.65,0.729,0.094,0.094,0.085,0.88,0.87,0.897,0.7,0.68,0.74
199,0.102,0.097,0.088,0.862,0.867,0.894,0.636,0.65,0.727,0.094,0.094,0.083,0.88,0.867,0.897,0.7,0.67,0.74
